"Country or Area","Year","Value","Value Footnotes","Unit"
"Azerbaijan","2011","46832.0","","million cubic metres"
"Azerbaijan","2010","37679.0","","million cubic metres"
"Azerbaijan","2009","39296.0","","million cubic metres"
"Azerbaijan","2008","33722.5","","million cubic metres"
"Azerbaijan","2007","38748.8","","million cubic metres"
"Azerbaijan","2006","35934.0","","million cubic metres"
"Azerbaijan","2005","30904.3","","million cubic metres"
"Azerbaijan","2004","42120.7","","million cubic metres"
"Azerbaijan","2003","44764.6","","million cubic metres"
"Azerbaijan","2002","41588.4","","million cubic metres"
"Azerbaijan","2001","28470.9","","million cubic metres"
"Azerbaijan","2000","33734.5","","million cubic metres"
"Azerbaijan","1999","28517.1","","million cubic metres"
"Azerbaijan","1997","24455.6","","million cubic metres"
"Azerbaijan","1996","22900.1","","million cubic metres"
"Azerbaijan","1995","26356.8","","million cubic metres"
"Azerbaijan","1990","33183.6","","million cubic metres"
"Azerbaijan","0","26648.2","","million cubic metres"
"Bangladesh","2015","74095.0","","million cubic metres"
"Bangladesh","2014","64970.0","","million cubic metres"
"Bangladesh","2013","68255.0","","million cubic metres"
"Bangladesh","2012","68255.0","","million cubic metres"
"Bangladesh","2011","70445.0","","million cubic metres"
"Bangladesh","2010","74095.0","","million cubic metres"
"Bangladesh","2009","81030.0","","million cubic metres"
"Bangladesh","2008","69715.0","","million cubic metres"
"Bangladesh","2007","71540.0","","million cubic metres"
"Bangladesh","2006","77015.0","","million cubic metres"
"Bangladesh","2005","82125.0","","million cubic metres"
"Bangladesh","2004","73365.0","","million cubic metres"
"Bangladesh","1990","68255.0","","million cubic metres"
"Bangladesh","0","72550.8","","million cubic metres"
"Belarus","2021","118800.0","","million cubic metres"
"Belarus","2020","99100.0","","million cubic metres"
"Belarus","2019","96500.0","","million cubic metres"
"Belarus","2018","87100.0","","million cubic metres"
"Belarus","2017","121400.0","","million cubic metres"
"Belarus","2016","128200.0","","million cubic metres"
"Belarus","2015","94000.0","","million cubic metres"
"Belarus","2014","92800.0","","million cubic metres"
"Belarus","2013","94600.0","","million cubic metres"
"Belarus","2012","119100.0","","million cubic metres"
"Belarus","2011","85500.0","","million cubic metres"
"Belarus","2010","121300.0","","million cubic metres"
"Belarus","2009","123900.0","","million cubic metres"
"Belarus","2008","109500.0","","million cubic metres"
"Belarus","2007","98100.0","","million cubic metres"
"Belarus","2006","100200.0","","million cubic metres"
"Belarus","2005","92200.0","","million cubic metres"
"Belarus","2004","107600.0","","million cubic metres"
"Belarus","2003","102100.0","","million cubic metres"
"Belarus","2002","87200.0","","million cubic metres"
"Belarus","2001","107000.0","","million cubic metres"
"Belarus","2000","100500.0","","million cubic metres"
"Belarus","1999","73387.0","","million cubic metres"
"Belarus","1998","86456.0","","million cubic metres"
"Belarus","1997","92382.0","","million cubic metres"
"Belarus","1996","72244.8","","million cubic metres"
"Belarus","1995","92400.0","","million cubic metres"
"Belarus","1990","91344.0","","million cubic metres"
"Belgium","2017","14181.0","1","million cubic metres"
"Belgium","2016","15804.0","1","million cubic metres"
"Belgium","2015","14187.0","1","million cubic metres"
"Belgium","2014","17579.0","1","million cubic metres"
"Belgium","2013","14755.0","1","million cubic metres"
"Belgium","2012","17577.0","1","million cubic metres"
"Belgium","2007","17303.0","","million cubic metres"
"Belgium","2006","16823.0","","million cubic metres"
"Belgium","2005","18033.0","","million cubic metres"
"Belgium","2004","17176.0","","million cubic metres"
"Belgium","2003","17451.0","","million cubic metres"
"Belgium","2002","17253.0","","million cubic metres"
"Belgium","2001","16735.0","","million cubic metres"
"Belgium","2000","16585.0","","million cubic metres"
"Belgium","1999","16939.2","","million cubic metres"
"Belgium","1998","16667.9","","million cubic metres"
"Belgium","1997","15498.3","","million cubic metres"
"Belgium","1996","13813.3","","million cubic metres"
"Belgium","1995","16707.0","","million cubic metres"
"Belgium","1994","16506.2","","million cubic metres"
"Belgium","1993","15789.2","","million cubic metres"
"Belgium","1992","16161.0","","million cubic metres"
"Belgium","1991","14729.5","","million cubic metres"
"Belgium","1990","17201.0","","million cubic metres"
"Belgium","0","16268.0","","million cubic metres"
"Belize","2005","36045.0","","million cubic metres"
"Belize","2004","36883.0","","million cubic metres"
"Belize","2003","36045.0","","million cubic metres"
"Belize","2002","36045.0","","million cubic metres"
"Belize","2001","36045.0","","million cubic metres"
"Benin","2017","4224.0","","million cubic metres"
"Benin","2016","3376.1","","million cubic metres"
"Benin","2015","4349.4","","million cubic metres"
"Benin","2014","4859.9","","million cubic metres"
"Benin","2013","3934.4","","million cubic metres"
"Benin","2012","3909.1","","million cubic metres"
"Benin","2011","2531.3","","million cubic metres"
"Benin","2010","3670.1","","million cubic metres"
"Benin","2009","2125.1","","million cubic metres"
"Benin","2008","1600.8","","million cubic metres"
"Benin","2007","1659.4","","million cubic metres"
"Benin","2006","2528.2","","million cubic metres"
"Benin","2005","2533.9","","million cubic metres"
"Benin","2004","2915.3","","million cubic metres"
"Benin","2003","4088.2","","million cubic metres"
"Benin","2002","4128.8","","million cubic metres"
"Benin","2001","2666.9","","million cubic metres"
"Benin","2000","1658.7","","million cubic metres"
"Benin","1999","2637.7","","million cubic metres"
"Benin","1998","3474.6","","million cubic metres"
"Benin","1997","3169.2","","million cubic metres"
"Benin","1996","3669.1","","million cubic metres"
"Benin","1995","2802.8","","million cubic metres"
"Benin","1990","3766.9","","million cubic metres"
"Benin","0","3207.2","","million cubic metres"
"Bermuda","2019","50.9","","million cubic metres"
"Bermuda","2018","51.0","","million cubic metres"
"Bermuda","2017","49.4","","million cubic metres"
"Bermuda","2016","67.2","","million cubic metres"
"Bermuda","2015","53.3","","million cubic metres"
"Bermuda","2014","64.0","","million cubic metres"
"Bermuda","2013","57.9","","million cubic metres"
"Bermuda","2012","46.2","","million cubic metres"
"Bermuda","2011","38.1","","million cubic metres"
"Bermuda","2010","43.4","","million cubic metres"
"Bermuda","2009","52.6","","million cubic metres"
"Bermuda","2008","52.4","","million cubic metres"
"Bermuda","2007","53.1","","million cubic metres"
"Bermuda","2006","57.1","","million cubic metres"
"Bosnia and Herzegovina","2017","25247.0","","million cubic metres"
"Bosnia and Herzegovina","2016","25617.0","","million cubic metres"
"Bosnia and Herzegovina","2015","24974.0","","million cubic metres"
"Bosnia and Herzegovina","2014","26883.0","","million cubic metres"
"Bosnia and Herzegovina","2013","26000.0","","million cubic metres"
"Bosnia and Herzegovina","2012","25399.0","","million cubic metres"
"Bosnia and Herzegovina","2011","22587.0","","million cubic metres"
"Bosnia and Herzegovina","2010","26930.0","","million cubic metres"
"Bosnia and Herzegovina","2009","21761.0","","million cubic metres"
"Bosnia and Herzegovina","2008","17888.0","","million cubic metres"
"Bosnia and Herzegovina","2007","19464.0","","million cubic metres"
"Bosnia and Herzegovina","2006","17967.0","","million cubic metres"
"Bosnia and Herzegovina","2005","22773.0","","million cubic metres"
"Bosnia and Herzegovina","2004","22004.0","","million cubic metres"
"Bosnia and Herzegovina","2003","15690.0","","million cubic metres"
"Bosnia and Herzegovina","2002","20338.0","","million cubic metres"
"Bosnia and Herzegovina","2001","22373.0","","million cubic metres"
"Bosnia and Herzegovina","2000","26411.0","","million cubic metres"
"Bosnia and Herzegovina","0","25440.0","","million cubic metres"
"Brazil","2017","8998699.8","","million cubic metres"
"Brazil","2016","9059138.4","","million cubic metres"
"Brazil","2015","9089655.2","","million cubic metres"
"Brazil","2014","9248613.8","","million cubic metres"
"Brazil","2013","9239166.7","","million cubic metres"
"Brazil","2012","12064854.0","","million cubic metres"
"Brazil","2011","11628461.0","","million cubic metres"
"Brazil","2010","11948611.0","","million cubic metres"
"Brazil","2009","11617902.0","","million cubic metres"
"Brazil","2008","11769852.0","","million cubic metres"
"Brazil","2007","11963445.0","","million cubic metres"
"Brazil","2006","11779750.0","","million cubic metres"
"Brazil","2005","11823228.0","","million cubic metres"
"Brazil","2004","11762859.0","","million cubic metres"
"Brazil","2003","11897731.0","","million cubic metres"
"Brazil","2002","11895190.0","","million cubic metres"
"Brazil","2001","11786480.0","","million cubic metres"
"Brazil","2000","11604933.0","","million cubic metres"
"Brazil","1999","11658542.0","","million cubic metres"
"Brazil","1998","11822547.0","","million cubic metres"
"Brazil","1997","11650138.0","","million cubic metres"
"Brazil","1996","11675114.0","","million cubic metres"
"Brazil","1995","11684281.0","","million cubic metres"
"Brazil","1990","11762551.0","","million cubic metres"
"Brazil","0","9676162.0","","million cubic metres"
"Bulgaria","2017","70207.0","","million cubic metres"
"Bulgaria","2016","56314.0","","million cubic metres"
"Bulgaria","2015","52052.0","","million cubic metres"
"Bulgaria","2014","90476.0","","million cubic metres"
"Bulgaria","2013","54681.0","","million cubic metres"
"Bulgaria","2012","58179.0","","million cubic metres"
"Bulgaria","0","57178.0","","million cubic metres"
"Cabo Verde","2019","6829.3","","million cubic metres"
"Cabo Verde","2018","6963.4","","million cubic metres"
"Cabo Verde","2017","7522.4","","million cubic metres"
"Cabo Verde","2016","8353.6","","million cubic metres"
"Cabo Verde","2015","8087.1","","million cubic metres"
"Cabo Verde","2014","8063.1","","million cubic metres"
"Cabo Verde","2013","8443.4","","million cubic metres"
"Cabo Verde","2012","7824.2","","million cubic metres"
"Cabo Verde","2011","7705.7","","million cubic metres"
"Cabo Verde","2010","7563.9","","million cubic metres"
"Canada","0","1979.0","","million cubic metres"
"Chile","0","248476.5","","million cubic metres"
"China","0","3332300.0","","million cubic metres"
"China, Hong Kong Special Administrative Region","2015","1038.7","","million cubic metres"
"China, Hong Kong Special Administrative Region","2014","1114.3","","million cubic metres"
"China, Hong Kong Special Administrative Region","2013","1032.2","","million cubic metres"
"China, Hong Kong Special Administrative Region","2012","1301.0","","million cubic metres"
"China, Hong Kong Special Administrative Region","2011","1349.1","","million cubic metres"
"China, Hong Kong Special Administrative Region","2010","1333.1","","million cubic metres"
"China, Hong Kong Special Administrative Region","2009","1506.3","","million cubic metres"
"China, Hong Kong Special Administrative Region","2008","1422.7","","million cubic metres"
"China, Hong Kong Special Administrative Region","2007","1535.6","","million cubic metres"
"China, Hong Kong Special Administrative Region","2006","1210.5","","million cubic metres"
"China, Hong Kong Special Administrative Region","2005","1176.4","","million cubic metres"
"China, Hong Kong Special Administrative Region","2004","1319.1","","million cubic metres"
"China, Hong Kong Special Administrative Region","2003","1055.0","","million cubic metres"
"China, Hong Kong Special Administrative Region","2002","1067.9","","million cubic metres"
"China, Hong Kong Special Administrative Region","2001","1125.5","","million cubic metres"
"China, Hong Kong Special Administrative Region","2000","1135.7","","million cubic metres"
"China, Hong Kong Special Administrative Region","1999","896.5","","million cubic metres"
"China, Hong Kong Special Administrative Region","1998","849.7","","million cubic metres"
"China, Hong Kong Special Administrative Region","1997","1133.8","","million cubic metres"
"China, Hong Kong Special Administrative Region","1996","997.9","","million cubic metres"
"China, Hong Kong Special Administrative Region","1995","1027.8","","million cubic metres"
"China, Hong Kong Special Administrative Region","1990","1005.2","","million cubic metres"
"China, Hong Kong Special Administrative Region","0","1166.5","","million cubic metres"
"Costa Rica","2017","47608.7","","million cubic metres"
"Costa Rica","2016","45513.7","","million cubic metres"
"Costa Rica","2015","46365.7","","million cubic metres"
"Costa Rica","2014","48685.3","","million cubic metres"
"Costa Rica","2013","41638.1","","million cubic metres"
"Costa Rica","2012","41555.2","","million cubic metres"
"Costa Rica","2011","47794.5","","million cubic metres"
"Costa Rica","2010","58963.1","","million cubic metres"
"Costa Rica","2009","46183.0","","million cubic metres"
"Costa Rica","2008","52729.2","","million cubic metres"
"Costa Rica","2007","51622.7","","million cubic metres"
"Costa Rica","2006","45114.9","","million cubic metres"
"Costa Rica","2005","48524.1","","million cubic metres"
"Costa Rica","2004","50786.5","","million cubic metres"
"Costa Rica","2003","49445.4","","million cubic metres"
"Costa Rica","2002","47312.5","","million cubic metres"
"Costa Rica","2001","47675.2","","million cubic metres"
"Costa Rica","0","48089.3","","million cubic metres"
"Croatia","2017","41879.0","","million cubic metres"
"Croatia","2016","45751.0","","million cubic metres"
"Croatia","2015","39770.0","","million cubic metres"
"Croatia","2014","54586.0","","million cubic metres"
"Croatia","2013","38990.0","","million cubic metres"
"Croatia","2012","39600.0","","million cubic metres"
"Croatia","2011","39600.0","","million cubic metres"
"Croatia","2007","44046.0","","million cubic metres"
"Croatia","2006","44034.0","","million cubic metres"
"Croatia","2005","42670.0","","million cubic metres"
"Croatia","2004","42136.0","","million cubic metres"
"Croatia","2003","38782.0","","million cubic metres"
"Croatia","2002","45384.0","","million cubic metres"
"Croatia","2001","40918.0","","million cubic metres"
"Croatia","2000","40943.0","","million cubic metres"
"Croatia","1995","41709.0","","million cubic metres"
"Croatia","1990","38028.0","","million cubic metres"
"Croatia","0","39770.0","","million cubic metres"
"Cuba","2017","96617.0","","million cubic metres"
"Cuba","2016","87921.0","","million cubic metres"
"Cuba","2015","85505.0","","million cubic metres"
"Cuba","2014","89448.0","","million cubic metres"
"Cuba","2013","90566.0","","million cubic metres"
"Cuba","2012","94395.0","","million cubic metres"
"Cuba","2011","89445.0","","million cubic metres"
"Cuba","2010","89461.0","","million cubic metres"
"Cuba","2009","81639.0","","million cubic metres"
"Cuba","2008","93871.0","","million cubic metres"
"Cuba","2007","99316.0","","million cubic metres"
"Cuba","2006","91159.0","","million cubic metres"
"Cuba","2005","95635.0","","million cubic metres"
"Cuba","2004","77410.0","","million cubic metres"
"Cuba","0","109037.0","","million cubic metres"
"Cyprus","2017","1760.0","","million cubic metres"
"Cyprus","2016","2322.0","","million cubic metres"
"Cyprus","2015","2614.0","","million cubic metres"
"Cyprus","2014","2122.0","","million cubic metres"
"Cyprus","2013","1593.0","","million cubic metres"
"Cyprus","2012","4263.0","","million cubic metres"
"Cyprus","2011","3013.0","","million cubic metres"
"Cyprus","2010","2313.0","","million cubic metres"
"Cyprus","2009","3370.0","","million cubic metres"
"Cyprus","2008","1483.0","","million cubic metres"
"Cyprus","2007","2490.0","","million cubic metres"
"Cyprus","2006","2094.0","","million cubic metres"
"Cyprus","2005","2073.0","","million cubic metres"
"Cyprus","2004","2904.0","","million cubic metres"
"Cyprus","2003","2892.0","","million cubic metres"
"Cyprus","2002","2557.0","","million cubic metres"
"Cyprus","2001","2892.0","","million cubic metres"
"Cyprus","2000","2810.0","","million cubic metres"
"Cyprus","1999","1546.0","","million cubic metres"
"Cyprus","1998","1986.0","","million cubic metres"
"Cyprus","1997","2058.0","","million cubic metres"
"Cyprus","1996","2239.0","","million cubic metres"
"Cyprus","1994","3199.0","","million cubic metres"
"Cyprus","1993","1572.0","","million cubic metres"
"Cyprus","1992","2398.0","","million cubic metres"
"Cyprus","1991","2930.0","","million cubic metres"
"Cyprus","0","2709.0","","million cubic metres"
"Czechia","2017","39230.0","1","million cubic metres"
"Czechia","2016","38700.0","1","million cubic metres"
"Czechia","2015","32021.0","1","million cubic metres"
"Czechia","2014","43297.0","1","million cubic metres"
"Czechia","2013","38296.0","1","million cubic metres"
"Czechia","2012","42239.0","1","million cubic metres"
"Czechia","2011","35500.0","1","million cubic metres"
"Czechia","2010","43988.0","","million cubic metres"
"Czechia","2009","47826.0","","million cubic metres"
"Czechia","2008","38689.0","","million cubic metres"
"Czechia","2007","46194.0","","million cubic metres"
"Czechia","2006","37617.0","","million cubic metres"
"Czechia","2005","42872.0","","million cubic metres"
"Czechia","2004","41473.0","","million cubic metres"
"Czechia","2003","29319.0","","million cubic metres"
"Czechia","2002","48533.0","","million cubic metres"
"Czechia","2001","48393.0","","million cubic metres"
"Czechia","2000","40353.0","","million cubic metres"
"Czechia","1999","35381.0","","million cubic metres"
"Czechia","1998","42750.0","","million cubic metres"
"Czechia","1997","39859.0","","million cubic metres"
"Czechia","1996","37461.0","","million cubic metres"
"Czechia","1995","43950.0","","million cubic metres"
"Czechia","1994","37683.0","","million cubic metres"
"Czechia","1993","43792.0","","million cubic metres"
"Czechia","1992","36159.0","","million cubic metres"
"Czechia","1991","37603.0","","million cubic metres"
"Czechia","1990","36470.0","","million cubic metres"
"Czechia","0","39416.0","","million cubic metres"
"Denmark","1999","24521.0","","million cubic metres"
"Denmark","1998","20649.0","","million cubic metres"
"Denmark","1997","21897.0","","million cubic metres"
"Denmark","1996","20735.0","","million cubic metres"
"Denmark","1995","23831.0","","million cubic metres"
"Denmark","1994","37858.0","","million cubic metres"
"Denmark","1993","32609.0","","million cubic metres"
"Denmark","1992","24960.0","","million cubic metres"
"Denmark","1991","20391.0","","million cubic metres"
"Denmark","1990","24220.0","","million cubic metres"
"Denmark","0","22145.0","","million cubic metres"
"Dominican Republic","2000","51000.0","","million cubic metres"
"Dominican Republic","0","51000.0","","million cubic metres"
"Ecuador","2008","239879.4","","million cubic metres"
"Ecuador","2007","248785.6","","million cubic metres"
"Ecuador","2006","255365.7","","million cubic metres"
"Ecuador","2005","256856.5","","million cubic metres"
"Ecuador","2004","258519.9","","million cubic metres"
"Ecuador","2003","254329.9","","million cubic metres"
"Ecuador","2002","252780.5","","million cubic metres"
"Ecuador","2001","248493.4","","million cubic metres"
"Ecuador","2000","248217.4","","million cubic metres"
"Ecuador","1999","260509.7","","million cubic metres"
"Ecuador","1998","482117.8","","million cubic metres"
"Ecuador","1997","339232.6","","million cubic metres"
"Ecuador","1996","209688.2","","million cubic metres"
"Ecuador","1995","202481.2","","million cubic metres"
"Ecuador","1990","251828.8","","million cubic metres"
"Ecuador","0","237798.9","","million cubic metres"
"Egypt","2003","2100.0","","million cubic metres"
"El Salvador","2019","26283.7","","million cubic metres"
"El Salvador","2018","27655.9","","million cubic metres"
"El Salvador","2017","21426.6","","million cubic metres"
"El Salvador","2016","23480.3","","million cubic metres"
"El Salvador","2015","22147.0","","million cubic metres"
"El Salvador","2014","24564.9","","million cubic metres"
"El Salvador","2013","25034.1","","million cubic metres"
"El Salvador","2012","22915.5","","million cubic metres"
"El Salvador","2011","22295.3","","million cubic metres"
"El Salvador","2010","22205.9","","million cubic metres"
"El Salvador","2009","21759.2","","million cubic metres"
"El Salvador","2008","21598.4","","million cubic metres"
"El Salvador","2007","22175.8","","million cubic metres"
"El Salvador","2006","22947.3","","million cubic metres"
"El Salvador","2005","22131.3","","million cubic metres"
"El Salvador","2004","22248.4","","million cubic metres"
"El Salvador","2003","21981.6","","million cubic metres"
"El Salvador","2002","21174.2","","million cubic metres"
"El Salvador","2001","21505.4","","million cubic metres"
"El Salvador","2000","21763.5","","million cubic metres"
"El Salvador","1999","22831.6","","million cubic metres"
"El Salvador","1998","20963.9","","million cubic metres"
"El Salvador","1997","22142.9","","million cubic metres"
"El Salvador","1996","22628.1","","million cubic metres"
"El Salvador","1995","21278.2","","million cubic metres"
"El Salvador","1990","23833.7","","million cubic metres"
"El Salvador","0","21947.1","","million cubic metres"
"Estonia","2013","16362.0","1","million cubic metres"
"Estonia","2012","18532.0","1","million cubic metres"
"Estonia","2006","15879.0","","million cubic metres"
"Estonia","1999","16340.0","","million cubic metres"
"Estonia","1998","20129.0","","million cubic metres"
"Estonia","1997","18396.0","","million cubic metres"
"Estonia","1996","16919.0","","million cubic metres"
"Estonia","1995","13632.0","","million cubic metres"
"Estonia","1990","14500.0","","million cubic metres"
"Finland","2017","124282.0","","million cubic metres"
"Finland","2016","128476.0","","million cubic metres"
"Finland","2015","119804.0","","million cubic metres"
"Finland","2014","117270.0","","million cubic metres"
"Finland","2013","114369.0","","million cubic metres"
"Finland","2012","120016.0","","million cubic metres"
"Finland","2011","131351.0","","million cubic metres"
"Finland","2010","112561.0","","million cubic metres"
"Finland","2009","104616.0","","million cubic metres"
"Finland","2008","108133.0","","million cubic metres"
"Finland","2007","89000.0","","million cubic metres"
"Finland","2006","98266.0","","million cubic metres"
"Finland","2005","112000.0","","million cubic metres"
"Finland","2004","143000.0","","million cubic metres"
"Finland","2003","123000.0","","million cubic metres"
"Finland","2002","101000.0","","million cubic metres"
"Finland","2001","130000.0","","million cubic metres"
"Finland","2000","123000.0","","million cubic metres"
"Finland","1999","114000.0","","million cubic metres"
"Finland","1998","125000.0","","million cubic metres"
"Finland","1997","115000.0","","million cubic metres"
"Finland","1996","95000.0","","million cubic metres"
"Finland","1995","118000.0","","million cubic metres"
"Finland","1994","124000.0","","million cubic metres"
"Finland","1993","130000.0","","million cubic metres"
"Finland","1992","108000.0","","million cubic metres"
"Finland","1991","108000.0","","million cubic metres"
"Finland","1990","113000.0","","million cubic metres"
"Finland","0","115000.0","","million cubic metres"
"France","2017","299398.0","","million cubic metres"
"France","2016","292608.0","","million cubic metres"
"France","2015","304244.0","","million cubic metres"
"France","2014","332183.0","","million cubic metres"
"France","2013","313246.0","","million cubic metres"
"France","2012","316271.0","","million cubic metres"
"France","2011","301912.0","","million cubic metres"
"France","2010","301180.0","","million cubic metres"
"France","2009","315833.0","","million cubic metres"
"France","2008","358245.0","","million cubic metres"
"France","2005","325388.0","","million cubic metres"
"France","2004","326188.0","","million cubic metres"
"France","2003","343018.0","","million cubic metres"
"France","2002","340452.0","","million cubic metres"
"France","2001","330031.0","","million cubic metres"
"France","2000","348536.0","","million cubic metres"
"France","1999","343863.2","","million cubic metres"
"France","1998","302495.7","","million cubic metres"
"France","1997","335777.5","","million cubic metres"
"France","1996","301154.2","","million cubic metres"
"France","1995","314146.0","","million cubic metres"
"France","1994","310150.6","","million cubic metres"
"France","1993","310289.9","","million cubic metres"
"France","1992","326965.4","","million cubic metres"
"France","1991","272183.6","","million cubic metres"
"France","1990","304342.0","","million cubic metres"
"France","0","320820.0","","million cubic metres"
"Gambia","2009","6566.0","","million cubic metres"
"Gambia","2008","12828.8","","million cubic metres"
"Gambia","2007","15927.4","","million cubic metres"
"Gambia","2006","15571.0","","million cubic metres"
"Gambia","2005","11982.0","","million cubic metres"
"Gambia","2004","11719.0","","million cubic metres"
"Gambia","2003","12331.0","","million cubic metres"
"Gambia","2002","13483.0","","million cubic metres"
"Gambia","2001","12983.0","","million cubic metres"
"Gambia","2000","12872.0","","million cubic metres"
"Gambia","1999","12650.0","","million cubic metres"
"Gambia","1995","12959.0","","million cubic metres"
"Gambia","1990","11714.0","","million cubic metres"
"Gambia","0","11601.9","","million cubic metres"
"Georgia","2021","30486.0","","million cubic metres"
"Georgia","2020","29192.1","","million cubic metres"
"Georgia","2019","27822.1","","million cubic metres"
"Georgia","2018","31249.5","","million cubic metres"
"Georgia","2017","33815.0","","million cubic metres"
"Georgia","2016","37092.3","","million cubic metres"
"Georgia","2015","29937.2","","million cubic metres"
"Georgia","2014","29849.2","","million cubic metres"
"Georgia","2013","35366.2","","million cubic metres"
"Georgia","2012","31060.0","","million cubic metres"
"Georgia","2011","36257.0","","million cubic metres"
"Georgia","2010","32120.0","","million cubic metres"
"Georgia","2009","38369.0","","million cubic metres"
"Georgia","2008","29690.0","","million cubic metres"
"Georgia","2007","21855.0","","million cubic metres"
"Georgia","2006","29609.0","","million cubic metres"
"Georgia","2005","38087.0","","million cubic metres"
"Georgia","2004","37816.0","","million cubic metres"
"Georgia","2003","37635.0","","million cubic metres"
"Georgia","2002","37138.0","","million cubic metres"
"Georgia","2001","27550.0","","million cubic metres"
"Georgia","2000","27099.0","","million cubic metres"
"Georgia","1999","34632.0","","million cubic metres"
"Georgia","1998","22693.0","","million cubic metres"
"Georgia","1997","27790.0","","million cubic metres"
"Georgia","1996","24663.0","","million cubic metres"
"Georgia","1995","23984.0","","million cubic metres"
"Georgia","1990","25209.0","","million cubic metres"
"Georgia","0","36296.0","","million cubic metres"
"Germany","2015","177000.0","","million cubic metres"
"Germany","2014","190000.0","","million cubic metres"
"Germany","2013","175000.0","","million cubic metres"
"Germany","2012","178000.0","","million cubic metres"
"Germany","2011","182000.0","","million cubic metres"
"Germany","2010","182000.0","","million cubic metres"
"Germany","2009","177000.0","","million cubic metres"
"Germany","2008","172000.0","","million cubic metres"
"Germany","2007","198000.0","","million cubic metres"
"Germany","2006","171000.0","","million cubic metres"
"Germany","2005","173000.0","","million cubic metres"
"Germany","2004","178000.0","","million cubic metres"
"Germany","2003","171000.0","","million cubic metres"
"Germany","2002","181000.0","","million cubic metres"
"Germany","2001","171000.0","","million cubic metres"
"Germany","2000","172000.0","","million cubic metres"
"Germany","1999","166000.0","","million cubic metres"
"Germany","1998","180000.0","","million cubic metres"
"Germany","1997","168000.0","","million cubic metres"
"Germany","1996","167000.0","","million cubic metres"
"Germany","1995","170000.0","","million cubic metres"
"Germany","1994","174000.0","","million cubic metres"
"Germany","1993","181000.0","","million cubic metres"
