"Country or Area","Year","Value","Value Footnotes","Unit"
"Saint Kitts and Nevis","1996","0.0","","million cubic metres"
"Saint Kitts and Nevis","1995","0.0","","million cubic metres"
"Saint Kitts and Nevis","1990","0.0","","million cubic metres"
"Saudi Arabia","0","2.4","","million cubic metres"
"Serbia","2015","154540.2","","million cubic metres"
"Serbia","2014","190588.6","","million cubic metres"
"Serbia","2013","195547.0","","million cubic metres"
"Serbia","2012","140634.0","","million cubic metres"
"Serbia","2011","126376.0","","million cubic metres"
"Serbia","2010","240316.0","","million cubic metres"
"Serbia","2009","169130.0","","million cubic metres"
"Serbia","2008","153816.0","","million cubic metres"
"Serbia","2007","149615.8","","million cubic metres"
"Serbia","2006","202577.2","","million cubic metres"
"Serbia","2005","193200.3","","million cubic metres"
"Serbia","2004","163340.0","","million cubic metres"
"Serbia","2003","113659.0","","million cubic metres"
"Serbia","2002","171147.0","","million cubic metres"
"Serbia","2001","163178.0","","million cubic metres"
"Serbia","2000","154973.0","","million cubic metres"
"Serbia","1999","183351.0","","million cubic metres"
"Serbia","1998","167273.0","","million cubic metres"
"Serbia","1997","163343.0","","million cubic metres"
"Serbia","1996","185833.0","","million cubic metres"
"Serbia","1995","173644.0","","million cubic metres"
"Serbia","1990","106982.0","","million cubic metres"
"Serbia","0","162600.0","","million cubic metres"
"Singapore","2015","0.0","","million cubic metres"
"Singapore","2014","0.0","","million cubic metres"
"Singapore","2013","0.0","","million cubic metres"
"Singapore","2012","0.0","","million cubic metres"
"Singapore","2011","0.0","","million cubic metres"
"Singapore","2010","0.0","","million cubic metres"
"Singapore","2009","0.0","","million cubic metres"
"Singapore","2008","0.0","","million cubic metres"
"Singapore","2007","0.0","","million cubic metres"
"Singapore","2006","0.0","","million cubic metres"
"Singapore","2005","0.0","","million cubic metres"
"Singapore","2004","0.0","","million cubic metres"
"Singapore","2003","0.0","","million cubic metres"
"Singapore","2002","0.0","","million cubic metres"
"Singapore","2001","0.0","","million cubic metres"
"Singapore","2000","0.0","","million cubic metres"
"Singapore","1999","0.0","","million cubic metres"
"Singapore","1998","0.0","","million cubic metres"
"Singapore","1997","0.0","","million cubic metres"
"Singapore","1996","0.0","","million cubic metres"
"Singapore","1995","0.0","","million cubic metres"
"Singapore","1990","0.0","","million cubic metres"
"Singapore","0","0.0","","million cubic metres"
"Slovakia","2017","61099.0","","million cubic metres"
"Slovakia","2016","63398.0","","million cubic metres"
"Slovakia","2015","55052.0","","million cubic metres"
"Slovakia","2014","58209.0","","million cubic metres"
"Slovakia","2013","78392.0","","million cubic metres"
"Slovakia","2012","68875.0","","million cubic metres"
"Slovakia","2011","55559.0","","million cubic metres"
"Slovakia","2010","71105.0","","million cubic metres"
"Slovakia","2009","71767.0","","million cubic metres"
"Slovakia","2008","69005.0","","million cubic metres"
"Slovakia","2007","71711.0","","million cubic metres"
"Slovakia","2006","63519.0","","million cubic metres"
"Slovakia","2005","69806.0","","million cubic metres"
"Slovakia","2004","61182.0","","million cubic metres"
"Slovakia","2003","52626.0","","million cubic metres"
"Slovakia","2002","85382.0","","million cubic metres"
"Slovakia","2001","76830.0","","million cubic metres"
"Slovakia","2000","77999.0","","million cubic metres"
"Slovakia","1999","77188.0","","million cubic metres"
"Slovakia","1998","64251.0","","million cubic metres"
"Slovakia","1997","66492.0","","million cubic metres"
"Slovakia","1996","65465.0","","million cubic metres"
"Slovakia","1995","74711.0","","million cubic metres"
"Slovakia","1994","61022.0","","million cubic metres"
"Slovakia","1993","62027.0","","million cubic metres"
"Slovakia","1992","63227.0","","million cubic metres"
"Slovakia","1991","58000.0","","million cubic metres"
"Slovakia","1990","55773.0","","million cubic metres"
"Slovakia","0","67252.0","","million cubic metres"
"Slovenia","2017","12860.0","","million cubic metres"
"Slovenia","2016","14967.0","","million cubic metres"
"Slovenia","2015","13122.0","","million cubic metres"
"Slovenia","2014","21120.0","","million cubic metres"
"Slovenia","2013","17122.0","","million cubic metres"
"Slovenia","2012","15989.0","","million cubic metres"
"Slovenia","2011","11980.0","","million cubic metres"
"Slovenia","2010","15047.0","","million cubic metres"
"Slovenia","2009","17907.0","","million cubic metres"
"Slovenia","2008","12924.0","","million cubic metres"
"Slovenia","2007","11577.0","","million cubic metres"
"Slovenia","2006","13009.0","","million cubic metres"
"Slovenia","2005","12843.0","","million cubic metres"
"Slovenia","2004","13118.0","","million cubic metres"
"Slovenia","2003","9197.0","","million cubic metres"
"Slovenia","2002","11419.0","","million cubic metres"
"Slovenia","2001","11456.0","","million cubic metres"
"Slovenia","2000","14173.0","","million cubic metres"
"Slovenia","1999","13746.9","","million cubic metres"
"Slovenia","1998","12249.8","","million cubic metres"
"Slovenia","1997","11611.2","","million cubic metres"
"Slovenia","1996","14674.3","","million cubic metres"
"Slovenia","1995","11619.0","","million cubic metres"
"Slovenia","1994","12001.7","","million cubic metres"
"Slovenia","1993","12629.5","","million cubic metres"
"Slovenia","1992","13515.7","","million cubic metres"
"Slovenia","1991","14359.0","","million cubic metres"
"Slovenia","1990","11350.0","","million cubic metres"
"Slovenia","0","13496.0","9","million cubic metres"
"South Africa","2000","5260.0","","million cubic metres"
"South Africa","0","7273.0","","million cubic metres"
"Spain","2015","0.0","","million cubic metres"
"Spain","2013","0.0","","million cubic metres"
"Spain","2012","0.0","","million cubic metres"
"Spain","2011","0.0","","million cubic metres"
"Spain","2010","0.0","","million cubic metres"
"Spain","2009","0.0","","million cubic metres"
"Spain","2008","0.0","","million cubic metres"
"Spain","2007","0.0","","million cubic metres"
"Spain","2006","0.0","","million cubic metres"
"Spain","2005","0.0","","million cubic metres"
"Spain","2004","0.0","","million cubic metres"
"Spain","2003","0.0","","million cubic metres"
"Spain","2002","0.0","","million cubic metres"
"Spain","2001","0.0","","million cubic metres"
"Spain","2000","0.0","","million cubic metres"
"Spain","1999","0.0","","million cubic metres"
"Spain","1998","0.0","","million cubic metres"
"Spain","1997","0.0","","million cubic metres"
"Spain","1996","0.0","","million cubic metres"
"Spain","1995","0.0","","million cubic metres"
"Spain","1994","0.0","","million cubic metres"
"Spain","1993","0.0","","million cubic metres"
"Spain","1992","0.0","","million cubic metres"
"Spain","1991","0.0","","million cubic metres"
"Spain","1990","0.0","","million cubic metres"
"Spain","0","0.0","","million cubic metres"
"Sweden","2017","15072.0","","million cubic metres"
"Sweden","2016","14926.0","","million cubic metres"
"Sweden","2015","17619.0","","million cubic metres"
"Sweden","2014","14919.0","","million cubic metres"
"Sweden","2013","13127.0","","million cubic metres"
"Sweden","2012","16804.0","","million cubic metres"
"Sweden","2011","17061.0","","million cubic metres"
"Sweden","2010","13450.0","","million cubic metres"
"Sweden","2009","13746.0","","million cubic metres"
"Sweden","2008","15296.0","","million cubic metres"
"Sweden","2007","15668.0","","million cubic metres"
"Sweden","2006","13123.0","","million cubic metres"
"Sweden","2005","16383.0","","million cubic metres"
"Sweden","2004","14767.0","","million cubic metres"
"Sweden","2003","12315.0","","million cubic metres"
"Sweden","2002","12352.0","","million cubic metres"
"Sweden","2001","15213.0","","million cubic metres"
"Sweden","2000","18929.0","","million cubic metres"
"Sweden","1995","15656.0","","million cubic metres"
"Sweden","1990","14243.0","","million cubic metres"
"Sweden","0","14938.0","","million cubic metres"
"Switzerland","2015","11000.0","","million cubic metres"
"Switzerland","2014","11729.0","","million cubic metres"
"Switzerland","2013","15874.0","","million cubic metres"
"Switzerland","2012","10513.0","","million cubic metres"
"Switzerland","2011","8823.0","","million cubic metres"
"Switzerland","2010","10344.0","","million cubic metres"
"Switzerland","2009","9807.0","","million cubic metres"
"Switzerland","2008","11089.0","","million cubic metres"
"Switzerland","2007","12158.0","","million cubic metres"
"Switzerland","2006","12403.0","","million cubic metres"
"Switzerland","2005","10562.0","","million cubic metres"
"Switzerland","2004","9972.0","","million cubic metres"
"Switzerland","2003","12115.0","","million cubic metres"
"Switzerland","2002","11849.0","","million cubic metres"
"Switzerland","2001","15490.0","","million cubic metres"
"Switzerland","2000","14064.0","","million cubic metres"
"Switzerland","1999","15446.3","","million cubic metres"
"Switzerland","1998","8608.7","","million cubic metres"
"Switzerland","1997","11312.1","","million cubic metres"
"Switzerland","1996","8713.7","","million cubic metres"
"Switzerland","1995","16965.0","","million cubic metres"
"Switzerland","1994","14438.2","","million cubic metres"
"Switzerland","1993","12470.3","","million cubic metres"
"Switzerland","1992","10218.2","","million cubic metres"
"Switzerland","1991","9532.0","","million cubic metres"
"Switzerland","1990","10010.0","","million cubic metres"
"Switzerland","0","12560.0","","million cubic metres"
"Syrian Arab Republic","2019","15608.8","","million cubic metres"
"Syrian Arab Republic","2018","18363.0","","million cubic metres"
"Syrian Arab Republic","2017","11204.0","","million cubic metres"
"Syrian Arab Republic","2016","10477.0","","million cubic metres"
"Syrian Arab Republic","2015","9377.0","","million cubic metres"
"Syrian Arab Republic","2014","12580.0","","million cubic metres"
"Syrian Arab Republic","2013","7433.0","","million cubic metres"
"Syrian Arab Republic","2012","15620.0","","million cubic metres"
"Syrian Arab Republic","2011","11278.0","","million cubic metres"
"Syrian Arab Republic","2010","10488.0","","million cubic metres"
"Syrian Arab Republic","2009","12327.0","","million cubic metres"
"Syrian Arab Republic","2008","8883.0","","million cubic metres"
"Syrian Arab Republic","2007","9734.0","","million cubic metres"
"Syrian Arab Republic","2006","10331.0","","million cubic metres"
"Syrian Arab Republic","2005","9764.0","","million cubic metres"
"Syrian Arab Republic","2004","8147.0","","million cubic metres"
"Syrian Arab Republic","2003","11270.0","","million cubic metres"
"Syrian Arab Republic","2002","7772.0","","million cubic metres"
"Syrian Arab Republic","2001","6972.0","","million cubic metres"
"Syrian Arab Republic","2000","6062.0","","million cubic metres"
"Thailand","0","1964.0","","million cubic metres"
"Togo","2007","3000.0","","million cubic metres"
"Togo","2006","3000.0","","million cubic metres"
"Togo","2005","3000.0","","million cubic metres"
"Togo","2004","3000.0","","million cubic metres"
"Togo","2003","3000.0","","million cubic metres"
"Togo","2002","3000.0","","million cubic metres"
"Togo","2001","3000.0","","million cubic metres"
"Togo","2000","3000.0","","million cubic metres"
"Togo","1999","3000.0","","million cubic metres"
"Togo","1998","3000.0","","million cubic metres"
"Togo","1997","3000.0","","million cubic metres"
"Togo","1996","3000.0","","million cubic metres"
"Togo","1995","3000.0","","million cubic metres"
"Togo","1990","3000.0","","million cubic metres"
"Togo","0","3000.0","","million cubic metres"
"Turkey","2015","6900.0","","million cubic metres"
"Turkey","2014","6900.0","","million cubic metres"
"Turkey","2013","6900.0","","million cubic metres"
"Turkey","0","6900.0","","million cubic metres"
"United Kingdom of Great Britain and Northern Ireland","2009","7231.0","","million cubic metres"
"United Kingdom of Great Britain and Northern Ireland","2008","8830.0","","million cubic metres"
"United Kingdom of Great Britain and Northern Ireland","2007","5838.0","","million cubic metres"
"United Kingdom of Great Britain and Northern Ireland","2006","5753.0","","million cubic metres"
"United Kingdom of Great Britain and Northern Ireland","2005","5898.0","","million cubic metres"
"United Kingdom of Great Britain and Northern Ireland","2004","6016.0","","million cubic metres"
"United Kingdom of Great Britain and Northern Ireland","2003","4052.0","","million cubic metres"
"United Kingdom of Great Britain and Northern Ireland","2002","8048.0","","million cubic metres"
"United Kingdom of Great Britain and Northern Ireland","2001","5126.0","","million cubic metres"
"United Kingdom of Great Britain and Northern Ireland","2000","7747.0","","million cubic metres"
"United Kingdom of Great Britain and Northern Ireland","1999","3192.1","","million cubic metres"
"United Kingdom of Great Britain and Northern Ireland","1998","3218.6","","million cubic metres"
"United Kingdom of Great Britain and Northern Ireland","1997","2174.1","","million cubic metres"
"United Kingdom of Great Britain and Northern Ireland","1996","2599.8","","million cubic metres"
"United Kingdom of Great Britain and Northern Ireland","1995","5468.0","","million cubic metres"
"United Kingdom of Great Britain and Northern Ireland","1994","3100.3","","million cubic metres"
"United Kingdom of Great Britain and Northern Ireland","1993","2834.5","","million cubic metres"
"United Kingdom of Great Britain and Northern Ireland","1992","2960.3","","million cubic metres"
"United Kingdom of Great Britain and Northern Ireland","1991","2526.0","","million cubic metres"
"United Kingdom of Great Britain and Northern Ireland","1990","6790.0","","million cubic metres"
"United Kingdom of Great Britain and Northern Ireland","0","6454.0","","million cubic metres"
"United Republic of Tanzania","2015","0.0","","million cubic metres"
"United Republic of Tanzania","2014","0.0","","million cubic metres"
"United Republic of Tanzania","2013","0.0","","million cubic metres"
"United Republic of Tanzania","2012","0.0","","million cubic metres"
"United States of America","0","18.0","","million cubic metres"
"Venezuela (Bolivarian Republic of)","2009","444732.0","10","million cubic metres"
"Venezuela (Bolivarian Republic of)","2008","444732.0","10","million cubic metres"
"Venezuela (Bolivarian Republic of)","2007","444732.0","10","million cubic metres"
"Venezuela (Bolivarian Republic of)","2006","444732.0","10","million cubic metres"
"Venezuela (Bolivarian Republic of)","2005","444732.0","10","million cubic metres"
"Venezuela (Bolivarian Republic of)","2004","444732.0","10","million cubic metres"
"Venezuela (Bolivarian Republic of)","2003","444732.0","10","million cubic metres"
"Venezuela (Bolivarian Republic of)","2002","444732.0","10","million cubic metres"
"Venezuela (Bolivarian Republic of)","2001","444732.0","10","million cubic metres"
"Venezuela (Bolivarian Republic of)","2000","444732.0","10","million cubic metres"
"Venezuela (Bolivarian Republic of)","1995","444732.0","10","million cubic metres"
"Venezuela (Bolivarian Republic of)","1990","444732.0","10","million cubic metres"
"Venezuela (Bolivarian Republic of)","0","444732.0","10","million cubic metres"
"Yemen","2015","0.0","","million cubic metres"
"Yemen","2014","0.0","","million cubic metres"
"Yemen","2013","0.0","","million cubic metres"
"Yemen","2012","0.0","","million cubic metres"
"Yemen","2011","0.0","","million cubic metres"
"Yemen","2010","0.0","","million cubic metres"
"Yemen","2009","0.0","","million cubic metres"
"Yemen","2008","0.0","","million cubic metres"
"Yemen","2007","0.0","","million cubic metres"
"Yemen","2006","0.0","","million cubic metres"
"Yemen","2005","0.0","","million cubic metres"
"Yemen","2004","0.0","","million cubic metres"
"Yemen","2003","0.0","","million cubic metres"
"Yemen","2002","0.0","","million cubic metres"
"Yemen","2001","0.0","","million cubic metres"
"Yemen","2000","0.0","","million cubic metres"
"Yemen","1999","0.0","","million cubic metres"
"Yemen","1998","0.0","","million cubic metres"
"Yemen","1997","0.0","","million cubic metres"
"Yemen","1996","0.0","","million cubic metres"
"Yemen","1995","0.0","","million cubic metres"
"Yemen","1994","0.0","","million cubic metres"
"Yemen","1990","0.0","","million cubic metres"
"Zimbabwe","2017","20779.5","","million cubic metres"
"Zimbabwe","2016","19896.1","","million cubic metres"
"Zimbabwe","2015","13164.5","","million cubic metres"
"Zimbabwe","2014","23348.4","","million cubic metres"
"Zimbabwe","2013","23382.3","","million cubic metres"
"Zimbabwe","2012","22040.6","","million cubic metres"
"Zimbabwe","2011","34125.3","","million cubic metres"
"Zimbabwe","2010","31834.2","","million cubic metres"
"Zimbabwe","2009","31090.5","","million cubic metres"
"Zimbabwe","2008","28532.1","","million cubic metres"
"Zimbabwe","2007","29123.1","","million cubic metres"
"Zimbabwe","2006","22787.3","","million cubic metres"
"Zimbabwe","2005","11822.8","","million cubic metres"
"Zimbabwe","2004","28830.1","","million cubic metres"
"Zimbabwe","2003","20314.9","","million cubic metres"
"Zimbabwe","2002","16634.3","","million cubic metres"
"Zimbabwe","2001","21647.7","","million cubic metres"
"Zimbabwe","2000","14912.4","","million cubic metres"
"Zimbabwe","1999","19398.0","","million cubic metres"
"Zimbabwe","1998","21280.9","","million cubic metres"
"Zimbabwe","1997","16695.6","","million cubic metres"
"Zimbabwe","1996","13903.2","","million cubic metres"
"Zimbabwe","1995","10135.8","","million cubic metres"
"Zimbabwe","1990","10910.0","","million cubic metres"
"Zimbabwe","0","21107.9","","million cubic metres"

"fnSeqID","Footnote"
"1","Estimate."
"2","Data refer to surface water inflow."
"3","Data refer to Inflow from Zimbabwe."
"4","Data refer to surface water (rivers) only.  The flows for ground water are excluded because they have not been quantified yet."
"5","Data refer to Inflow from Namibia and Zimbabwe."
"6","Data refer to the sum of inflows from Armenia and Turkey."
"7","Annual volumes of the internal surface flows and inflows from neighbouring countries are calculated by the method of GGI. Underground runoff is not taken into account."
"8","The inflow of surface water is calculated as total volume of annual flows within the Shirouzu and Gruszka stations. The inflow of groundwater is not considered."
"9","Provisional value."
"10","As annual figures for the inflow of surface and groundwaters are not available, the long-term annual average flow of surface waters from Colombia has been used."
